Time,Head_c,Head_x,Head_y,Head_z,ShoulderCenter_c,ShoulderCenter_x,ShoulderCenter_y,ShoulderCenter_z,ShoulderLeft_c,ShoulderLeft_x,ShoulderLeft_y,ShoulderLeft_z,ShoulderRight_c,ShoulderRight_x,ShoulderRight_y,ShoulderRight_z,ElbowLeft_c,ElbowLeft_x,ElbowLeft_y,ElbowLeft_z,ElbowRight_c,ElbowRight_x,ElbowRight_y,ElbowRight_z,WristLeft_c,WristLeft_x,WristLeft_y,WristLeft_z,WristRight_c,WristRight_x,WristRight_y,WristRight_z,HandLeft_c,HandLeft_x,HandLeft_y,HandLeft_z,HandRight_c,HandRight_x,HandRight_y,HandRight_z,Spine_c,Spine_x,Spine_y,Spine_z,HipCenter_c,HipCenter_x,HipCenter_y,HipCenter_z,HipLeft_c,HipLeft_x,HipLeft_y,HipLeft_z,HipRight_c,HipRight_x,HipRight_y,HipRight_z,KneeLeft_c,KneeLeft_x,KneeLeft_y,KneeLeft_z,KneeRight_c,KneeRight_x,KneeRight_y,KneeRight_z,AnkleLeft_c,AnkleLeft_x,AnkleLeft_y,AnkleLeft_z,AnkleRight_c,AnkleRight_x,AnkleRight_y,AnkleRight_z,FootLeft_c,FootLeft_x,FootLeft_y,FootLeft_z,FootRight_c,FootRight_x,FootRight_y,FootRight_z
2515181302,1,-0.64,-0.2444,1.9697,1,-0.5516,-0.4049,2.056,1,-0.6656,-0.4848,2.164,1,-0.4352,-0.4675,2.0046,0.5,-0.7489,-0.6646,2.0243,0.5,-0.4511,-0.6092,1.891,0.5,-0.6671,-0.6205,1.802,0.5,-0.6384,-0.6213,1.7541,0.5,-0.7277,-0.5644,1.7267,0.5,-0.7265,-0.566,1.7321,1,-0.5213,-0.6006,2.0955,1,-0.5143,-0.6385,2.1029,1,-0.5588,-0.7124,2.1409,1,-0.4475,-0.6755,2.0762,0.5,-0.8491,-0.8094,1.9577,1,-0.5705,-0.6219,1.7998,0.5,-1.1345,-0.9048,1.7689,1,-0.3263,-0.7254,2.0799,0.5,-1.1884,-0.9255,1.7022,1,-0.3487,-0.6976,1.9849
2515181305,1,-0.6385,-0.2427,1.9692,1,-0.5517,-0.4055,2.0563,1,-0.6658,-0.4858,2.1648,1,-0.4352,-0.4675,2.0047,0.5,-0.7493,-0.6648,2.0242,0.5,-0.479,-0.6292,1.8583,0.5,-0.6745,-0.6176,1.7999,0.5,-0.6243,-0.6474,1.7521,0.5,-0.7278,-0.5644,1.7267,0.5,-0.7258,-0.5666,1.7324,1,-0.527,-0.6065,2.1042,1,-0.5234,-0.6477,2.1176,1,-0.567,-0.7178,2.154,1,-0.4736,-0.6969,2.1162,0.5,-0.8481,-0.8068,1.9529,1,-0.5556,-0.6271,1.8282,0.5,-1.1248,-0.8945,1.7464,0.5,-0.3127,-0.7288,2.1102,0.5,-1.1779,-0.916,1.6792,1,-0.4085,-0.7421,2.0792
2515181308,1,-0.6399,-0.244,1.9699,1,-0.5509,-0.4051,2.0557,1,-0.6662,-0.486,2.1657,1,-0.4352,-0.4675,2.0046,0.5,-0.75,-0.664,2.0238,0.5,-0.4461,-0.6101,1.8916,0.5,-0.6744,-0.6172,1.7998,0.5,-0.6241,-0.6483,1.7518,0.5,-0.728,-0.5643,1.7268,0.5,-0.7271,-0.5654,1.732,1,-0.5219,-0.5985,2.0953,1,-0.5157,-0.6355,2.1038,1,-0.5619,-0.7132,2.1474,1,-0.4486,-0.67,2.0712,0.5,-0.8486,-0.807,1.9563,1,-0.5733,-0.6212,1.7945,0.5,-1.1305,-0.8993,1.7598,0.5,-0.3305,-0.7233,2.0766,0.5,-1.1843,-0.9199,1.6928,1,-0.4276,-0.7385,2.051
2515181311,1,-0.6408,-0.2453,1.9699,1,-0.551,-0.4053,2.0557,1,-0.6662,-0.4869,2.1659,1,-0.4352,-0.4675,2.0046,0.5,-0.7502,-0.6646,2.0236,0.5,-0.4898,-0.6109,1.8699,0.5,-0.6739,-0.618,1.7997,0.5,-0.6273,-0.6383,1.7538,0.5,-0.7282,-0.5642,1.7268,0.5,-0.7279,-0.5647,1.7318,1,-0.5286,-0.6059,2.1084,1,-0.5258,-0.6476,2.1247,1,-0.571,-0.7164,2.1624,1,-0.4715,-0.6972,2.1238,0.5,-0.8424,-0.8135,1.9513,1,-0.5529,-0.6284,1.8352,0.5,-1.1097,-0.909,1.7349,0.5,-0.3102,-0.7307,2.1176,0.5,-1.1619,-0.9322,1.6675,1,-0.3795,-0.7028,2.0488
2515181314,1,-0.6407,-0.2453,1.9699,1,-0.5521,-0.4061,2.0564,1,-0.6662,-0.487,2.1658,1,-0.4352,-0.4674,2.0047,0.5,-0.7504,-0.6644,2.0235,0.5,-0.4864,-0.6138,1.8676,0.5,-0.673,-0.6204,1.7995,0.5,-0.6258,-0.6432,1.7531,0.5,-0.7282,-0.5643,1.7268,0.5,-0.7269,-0.5657,1.732,1,-0.5289,-0.6066,2.1085,1,-0.5258,-0.6481,2.1243,1,-0.5706,-0.7172,2.162,1,-0.4704,-0.6962,2.1179,0.5,-0.8131,-0.8635,1.9431,1,-0.5547,-0.6272,1.8299,0.5,-1.0517,-1.0074,1.7193,0.5,-0.3127,-0.7284,2.1134,0.5,-1.1023,-1.033,1.6516,1,-0.4079,-0.7419,2.0806
2515181317,1,-0.6405,-0.2455,1.97,1,-0.5532,-0.4068,2.0567,1,-0.6666,-0.4903,2.1671,1,-0.4351,-0.4674,2.0048,0.5,-0.7511,-0.6666,2.0233,0.5,-0.4869,-0.6135,1.8675,0.5,-0.6734,-0.6205,1.7999,0.5,-0.6304,-0.6373,1.7534,0.5,-0.7285,-0.5642,1.7266,0.5,-0.728,-0.5651,1.7315,1,-0.5229,-0.6009,2.0965,1,-0.5136,-0.6368,2.1016,1,-0.556,-0.7133,2.1447,1,-0.4431,-0.6769,2.0663,1,-0.8062,-0.7922,1.9902,1,-0.575,-0.6199,1.7941,0.5,-1.1389,-0.8973,1.7792,0.5,-0.3335,-0.7211,2.0782,0.5,-1.1932,-0.9179,1.7126,1,-0.4301,-0.7369,2.0511
2515181321,1,-0.6399,-0.2473,1.9703,1,-0.5522,-0.4058,2.0568,1,-0.6669,-0.4896,2.168,1,-0.4349,-0.4674,2.0047,0.5,-0.751,-0.6659,2.024,0.5,-0.4833,-0.6158,1.8648,0.5,-0.6731,-0.6216,1.8002,0.5,-0.6486,-0.6233,1.7512,0.5,-0.7261,-0.5653,1.7276,0.5,-0.7253,-0.567,1.7322,1,-0.5233,-0.6012,2.0972,1,-0.5162,-0.6392,2.1051,1,-0.5584,-0.7141,2.1462,1,-0.461,-0.6856,2.0905,1,-0.8071,-0.792,1.9878,1,-0.5644,-0.6223,1.8068,0.5,-1.1375,-0.8955,1.7718,1,-0.3227,-0.7231,2.0911,0.5,-1.1917,-0.916,1.7052,1,-0.3955,-0.6955,2.0258
2515181325,1,-0.6396,-0.2468,1.9698,1,-0.5522,-0.4058,2.0568,1,-0.6677,-0.49,2.1699,1,-0.4349,-0.4674,2.0047,0.5,-0.7513,-0.6657,2.0247,0.5,-0.4603,-0.6204,1.8833,0.5,-0.6771,-0.6192,1.8001,0.5,-0.642,-0.6247,1.7536,0.5,-0.7264,-0.5653,1.7276,0.5,-0.7271,-0.5659,1.7319,1,-0.5234,-0.6031,2.1018,1,-0.517,-0.6427,2.1135,1,-0.5586,-0.7187,2.1569,1,-0.4611,-0.6873,2.0982,0.5,-0.8406,-0.8057,1.9537,1,-0.5615,-0.624,1.8136,0.5,-1.1177,-0.8913,1.7456,0.5,-0.3195,-0.7245,2.0979,0.5,-1.171,-0.9131,1.6786,1,-0.4156,-0.7386,2.0683
2515181328,1,-0.6397,-0.2469,1.97,1,-0.5523,-0.4058,2.0569,1,-0.6613,-0.488,2.1587,1,-0.4349,-0.4674,2.0048,0.5,-0.7495,-0.6658,2.0196,0.5,-0.4805,-0.6133,1.8726,0.5,-0.6746,-0.6177,1.7956,0.5,-0.6405,-0.625,1.7541,0.5,-0.7264,-0.5653,1.7276,0.5,-0.7278,-0.5654,1.7318,1,-0.52,-0.6006,2.0963,1,-0.5122,-0.6391,2.105,1,-0.5521,-0.7106,2.1414,1,-0.448,-0.6774,2.0795,0.5,-0.8434,-0.8071,1.958,1,-0.5692,-0.6223,1.8016,0.5,-1.13,-0.9021,1.769,1,-0.3282,-0.7225,2.087,0.5,-1.1833,-0.9235,1.7018,1,-0.4247,-0.7374,2.059
2515181331,1,-0.6394,-0.2417,1.9713,1,-0.5508,-0.4036,2.0561,1,-0.6609,-0.486,2.1581,1,-0.4346,-0.4673,2.0048,0.5,-0.7492,-0.6642,2.0197,0.5,-0.4556,-0.606,1.888,0.5,-0.673,-0.6197,1.7955,0.5,-0.6474,-0.6225,1.7523,0.5,-0.7276,-0.5649,1.7269,0.5,-0.7292,-0.5646,1.7306,1,-0.525,-0.6029,2.1054,1,-0.5219,-0.6442,2.121,1,-0.5668,-0.7109,2.1583,1,-0.4735,-0.6909,2.1242,0.5,-0.8422,-0.8072,1.9509,1,-0.5529,-0.628,1.8331,0.5,-1.1134,-0.9019,1.7383,0.5,-0.314,-0.7267,2.1208,0.5,-1.1651,-0.9249,1.6705,1,-0.4089,-0.7401,2.0871
2515181335,1,-0.6388,-0.2421,1.9706,1,-0.5513,-0.404,2.0561,1,-0.6621,-0.4869,2.1601,1,-0.4345,-0.4673,2.0048,0.5,-0.7496,-0.6646,2.0206,0.5,-0.489,-0.6132,1.8667,0.5,-0.6765,-0.618,1.7958,0.5,-0.6424,-0.6236,1.7531,0.5,-0.7276,-0.5649,1.7269,0.5,-0.7295,-0.5642,1.7303,1,-0.5262,-0.604,2.1072,1,-0.5225,-0.6449,2.122,1,-0.5676,-0.7135,2.1618,1,-0.4721,-0.6912,2.1214,0.5,-0.838,-0.813,1.9495,1,-0.5538,-0.6278,1.8313,0.5,-1.1044,-0.911,1.7318,0.5,-0.3151,-0.7265,2.1194,0.5,-1.1559,-0.9342,1.664,1,-0.4097,-0.7401,2.0852
2515181339,1,-0.6388,-0.245,1.9706,1,-0.5512,-0.4041,2.0562,1,-0.6634,-0.4884,2.163,1,-0.4344,-0.4672,2.005,0.5,-0.7502,-0.6652,2.0217,0.5,-0.4518,-0.6191,1.887,0.5,-0.6757,-0.618,1.7974,0.5,-0.6474,-0.6211,1.752,0.5,-0.7277,-0.5649,1.7268,0.5,-0.7298,-0.564,1.7302,1,-0.5264,-0.6049,2.1068,1,-0.5226,-0.646,2.121,1,-0.5676,-0.7153,2.1594,1,-0.4704,-0.6924,2.1152,0.5,-0.8399,-0.8119,1.9487,1,-0.5554,-0.6268,1.8268,0.5,-1.1085,-0.9071,1.7324,1,-0.3483,-0.8195,2.0923,0.5,-1.1605,-0.9298,1.6647,1,-0.4138,-0.774,2.0295
2515181342,1,-0.6386,-0.2447,1.9705,1,-0.5505,-0.4037,2.0557,1,-0.6649,-0.4868,2.1656,1,-0.4345,-0.4672,2.005,0.5,-0.7503,-0.6637,2.0234,0.5,-0.4841,-0.6058,1.8754,0.5,-0.6753,-0.6174,1.7992,0.5,-0.6609,-0.6111,1.7492,0.5,-0.7282,-0.5648,1.7264,0.5,-0.73,-0.5638,1.7301,1,-0.5263,-0.6048,2.1062,1,-0.5224,-0.6458,2.1197,1,-0.5675,-0.7153,2.1592,1,-0.4675,-0.6931,2.1065,0.5,-0.841,-0.8104,1.9497,1,-0.5579,-0.6252,1.8204,0.5,-1.1109,-0.9043,1.7345,0.5,-0.3507,-0.8177,2.0861,0.5,-1.1633,-0.9267,1.667,1,-0.4469,-0.8126,2.0538
2515181346,1,-0.6397,-0.2474,1.971,1,-0.5533,-0.4096,2.0571,1,-0.6662,-0.4902,2.1677,1,-0.4344,-0.468,2.0047,0.5,-0.7513,-0.666,2.0237,0.5,-0.4532,-0.6126,1.8894,0.5,-0.6825,-0.6135,1.7988,0.5,-0.641,-0.6214,1.7544,0.5,-0.7282,-0.5648,1.7264,0.5,-0.7281,-0.5654,1.7311,1,-0.5271,-0.6078,2.108,1,-0.5226,-0.6479,2.1211,1,-0.5667,-0.7204,2.1629,1,-0.467,-0.6939,2.1071,0.5,-0.8121,-0.8634,1.945,1,-0.5576,-0.6255,1.8209,0.5,-1.054,-1.0045,1.7215,0.5,-0.3504,-0.8179,2.0867,0.5,-1.1048,-1.0299,1.654,1,-0.4467,-0.8125,2.0548
2515181349,1,-0.6391,-0.2465,1.9696,1,-0.5534,-0.4091,2.0574,1,-0.666,-0.4913,2.1672,1,-0.4344,-0.468,2.0047,0.5,-0.7514,-0.6669,2.0232,0.5,-0.4596,-0.6179,1.8827,0.5,-0.6826,-0.6137,1.7985,0.5,-0.6452,-0.6203,1.7528,0.5,-0.7282,-0.5648,1.7264,0.5,-0.7265,-0.5665,1.7314,1,-0.5271,-0.6085,2.1079,1,-0.5225,-0.6491,2.1207,1,-0.5665,-0.7219,2.1601,1,-0.4668,-0.6939,2.1071,1,-0.8035,-0.7888,1.9807,1,-0.5579,-0.6257,1.8212,0.5,-1.12,-0.8782,1.7357,0.5,-0.3506,-0.8179,2.0872,0.5,-1.1726,-0.9001,1.6683,1,-0.4469,-0.8122,2.0556
2515181352,1,-0.6386,-0.2464,1.9694,1,-0.5529,-0.4085,2.0571,1,-0.6663,-0.4913,2.1675,1,-0.4343,-0.4679,2.0046,0.5,-0.7515,-0.6668,2.0234,0.5,-0.4764,-0.6153,1.8702,0.5,-0.6848,-0.6123,1.7983,0.5,-0.6411,-0.6224,1.7541,0.5,-0.7287,-0.5645,1.7262,0.5,-0.7267,-0.5659,1.7316,1,-0.527,-0.6085,2.1074,1,-0.5223,-0.6491,2.12,1,-0.5661,-0.7215,2.1578,1,-0.4664,-0.6936,2.1067,0.5,-0.8433,-0.8121,1.9503,1,-0.5579,-0.6258,1.8204,0.5,-1.1166,-0.9014,1.7371,0.5,-0.3506,-0.8179,2.0867,0.5,-1.1692,-0.9238,1.6698,1,-0.4471,-0.8122,2.0555
2515181355,1,-0.6377,-0.2499,1.97,1,-0.5546,-0.4114,2.0588,1,-0.6692,-0.4911,2.1737,1,-0.4341,-0.4682,2.0045,0.5,-0.7523,-0.6655,2.0265,0.5,-0.4555,-0.6134,1.8873,0.5,-0.6866,-0.6119,1.8009,0.5,-0.6409,-0.6225,1.7541,0.5,-0.7273,-0.5649,1.7271,0.5,-0.7259,-0.5665,1.7319,1,-0.529,-0.6099,2.1087,1,-0.5242,-0.65,2.1211,1,-0.5681,-0.7229,2.1597,1,-0.4679,-0.6947,2.1077,0.5,-0.8444,-0.814,1.9503,1,-0.5577,-0.6252,1.8209,0.5,-1.1165,-0.9038,1.7355,0.5,-0.3503,-0.8178,2.0868,0.5,-1.1696,-0.9262,1.6686,1,-0.4469,-0.8122,2.0559
2515181358,1,-0.6376,-0.2499,1.9699,1,-0.554,-0.4105,2.0587,1,-0.6691,-0.4908,2.1733,1,-0.4341,-0.468,2.0046,0.5,-0.7522,-0.6653,2.0263,0.5,-0.4699,-0.609,1.8775,0.5,-0.6864,-0.6122,1.8006,0.5,-0.6449,-0.6213,1.753,0.5,-0.7273,-0.5649,1.727,0.5,-0.7256,-0.5668,1.7319,1,-0.5285,-0.6094,2.1083,1,-0.5236,-0.6496,2.1206,1,-0.5671,-0.7221,2.1586,1,-0.4668,-0.6933,2.1071,0.5,-0.8434,-0.8162,1.9498,1,-0.5581,-0.6254,1.8199,0.5,-1.1152,-0.9088,1.7359,0.5,-0.3509,-0.819,2.0854,0.5,-1.1684,-0.9311,1.669,1,-0.4477,-0.8132,2.0553
2515181361,1,-0.6383,-0.249,1.97,1,-0.5541,-0.4103,2.0586,1,-0.6685,-0.4895,2.1717,1,-0.4341,-0.468,2.0048,0.5,-0.752,-0.6648,2.0259,0.5,-0.4592,-0.606,1.8879,0.5,-0.6807,-0.6152,1.801,0.5,-0.6552,-0.6109,1.7535,0.5,-0.7278,-0.5647,1.727,0.5,-0.7258,-0.5662,1.7322,1,-0.5286,-0.6095,2.1084,1,-0.5237,-0.6496,2.1206,1,-0.5672,-0.722,2.1587,1,-0.4669,-0.6933,2.1073,0.5,-0.8471,-0.8102,1.9514,1,-0.5582,-0.6254,1.8197,0.5,-1.1222,-0.8969,1.7392,1,-0.3165,-0.7292,2.1046,0.5,-1.1754,-0.9191,1.6722,1,-0.4121,-0.7425,2.0729
2515181364,1,-0.638,-0.2486,1.9699,1,-0.5539,-0.4098,2.0582,1,-0.6684,-0.4894,2.1716,1,-0.4341,-0.468,2.0048,0.5,-0.7519,-0.6647,2.0259,0.5,-0.4871,-0.6182,1.8631,0.5,-0.679,-0.6152,1.8015,0.5,-0.6445,-0.6205,1.7544,0.5,-0.7278,-0.5647,1.727,0.5,-0.7271,-0.5653,1.7321,1,-0.5291,-0.6102,2.1086,1,-0.5246,-0.6508,2.1211,1,-0.5684,-0.7227,2.1594,1,-0.4682,-0.695,2.1082,0.5,-0.848,-0.8086,1.9508,1,-0.558,-0.6256,1.8206,0.5,-1.1229,-0.893,1.7372,0.5,-0.3161,-0.729,2.1056,0.5,-1.1761,-0.9149,1.6702,1,-0.4117,-0.7424,2.0739
2515181375,1,-0.6362,-0.2462,1.9688,1,-0.5518,-0.4071,2.0569,1,-0.6673,-0.4873,2.1695,1,-0.4341,-0.4678,2.0049,0.5,-0.7513,-0.6638,2.0251,0.5,-0.4884,-0.6033,1.876,0.5,-0.6761,-0.6167,1.8007,0.5,-0.646,-0.6208,1.7544,0.5,-0.7282,-0.5647,1.7271,0.5,-0.7294,-0.5635,1.7323,1,-0.5306,-0.6079,2.1103,1,-0.5271,-0.648,2.1238,1,-0.5726,-0.7164,2.1661,1,-0.4725,-0.6929,2.1108,0.5,-0.8463,-0.807,1.9513,1,-0.5574,-0.6261,1.8209,0.5,-1.1155,-0.896,1.7315,0.5,-0.3153,-0.7291,2.1061,0.5,-1.1681,-0.9183,1.6641,0.5,-0.4107,-0.7424,2.0739
2515181375,1,-0.6389,-0.2437,1.9694,1,-0.5516,-0.4066,2.0567,1,-0.6674,-0.4873,2.1695,1,-0.4341,-0.4679,2.0049,0.5,-0.7513,-0.6639,2.0251,0.5,-0.457,-0.6072,1.8889,0.5,-0.6753,-0.6175,1.8008,0.5,-0.6489,-0.6195,1.7532,0.5,-0.7282,-0.5647,1.7271,0.5,-0.7297,-0.5632,1.7322,1,-0.5304,-0.6077,2.11,1,-0.5268,-0.6478,2.1233,1,-0.5718,-0.7167,2.1646,1,-0.472,-0.6925,2.1102,0.5,-0.8468,-0.8064,1.9515,1,-0.5572,-0.6254,1.8207,0.5,-1.1175,-0.8947,1.7332,1,-0.3144,-0.7292,2.1053,0.5,-1.1703,-0.9169,1.6659,1,-0.41,-0.7425,2.0735
2515181378,1,-0.6386,-0.2451,1.969,1,-0.5513,-0.4062,2.0568,1,-0.6674,-0.4873,2.1695,1,-0.434,-0.4679,2.0048,0.5,-0.7512,-0.6638,2.025,0.5,-0.4815,-0.6034,1.8768,0.5,-0.6821,-0.6131,1.7993,0.5,-0.6501,-0.6191,1.7529,0.5,-0.7285,-0.5645,1.727,0.5,-0.7299,-0.563,1.7319,1,-0.53,-0.6075,2.1097,1,-0.5262,-0.6477,2.1227,1,-0.5705,-0.717,2.1628,1,-0.4711,-0.6922,2.1095,0.5,-0.8434,-0.8136,1.9494,1,-0.5577,-0.6248,1.82,0.5,-1.1119,-0.9087,1.731,0.5,-0.3143,-0.7291,2.1042,0.5,-1.1646,-0.9311,1.6636,1,-0.41,-0.7424,2.0728
2515181381,1,-0.6385,-0.245,1.969,1,-0.5513,-0.4062,2.0568,1,-0.6674,-0.4866,2.1697,1,-0.434,-0.468,2.0049,0.5,-0.7511,-0.6633,2.0253,0.5,-0.46,-0.6057,1.8873,0.5,-0.6995,-0.6048,1.7967,0.5,-0.6441,-0.6211,1.7542,0.5,-0.7285,-0.5645,1.7269,0.5,-0.7302,-0.5628,1.7317,1,-0.5303,-0.6079,2.1099,1,-0.5264,-0.6481,2.1229,1,-0.5706,-0.7176,2.1632,1,-0.4716,-0.6928,2.1098,0.5,-0.8445,-0.8114,1.9502,1,-0.5578,-0.6251,1.8205,0.5,-1.1143,-0.9037,1.7319,0.5,-0.3134,-0.7296,2.104,0.5,-1.167,-0.926,1.6646,1,-0.4092,-0.7427,2.0727
2515181385,1,-0.6394,-0.2443,1.9696,1,-0.5521,-0.4066,2.057,1,-0.6674,-0.4867,2.1699,1,-0.434,-0.4686,2.0049,0.5,-0.7511,-0.6633,2.0254,0.5,-0.4862,-0.6151,1.8663,0.5,-0.6975,-0.6056,1.7971,0.5,-0.6411,-0.6223,1.7549,0.5,-0.7287,-0.5644,1.7268,0.5,-0.7303,-0.5627,1.7314,1,-0.5307,-0.6084,2.1101,1,-0.5268,-0.6487,2.1231,1,-0.571,-0.7187,2.1645,1,-0.4717,-0.6946,2.109,0.5,-0.8439,-0.8127,1.9495,1,-0.5581,-0.6249,1.8199,0.5,-1.1124,-0.9052,1.7295,0.5,-0.3128,-0.7296,2.1028,0.5,-1.1652,-0.9276,1.6622,1,-0.4087,-0.7427,2.0718
2515181388,1,-0.6395,-0.2443,1.9695,1,-0.5523,-0.4065,2.057,1,-0.6671,-0.4867,2.1692,1,-0.434,-0.4686,2.0049,0.5,-0.751,-0.6635,2.0251,0.5,-0.4864,-0.6151,1.8661,0.5,-0.6998,-0.6048,1.7964,0.5,-0.6392,-0.623,1.7555,0.5,-0.729,-0.5644,1.7265,0.5,-0.7304,-0.5626,1.7312,1,-0.5307,-0.6086,2.1104,1,-0.5267,-0.6491,2.1235,1,-0.5707,-0.7192,2.1649,1,-0.4716,-0.6947,2.1096,0.5,-0.8451,-0.8095,1.9505,1,-0.5578,-0.6245,1.8207,0.5,-1.1152,-0.8985,1.7309,0.5,-0.3114,-0.73,2.1026,0.5,-1.168,-0.9207,1.6635,0.5,-0.4073,-0.743,2.0716
2515181392,1,-0.6397,-0.2444,1.9696,1,-0.5525,-0.4067,2.0572,1,-0.6694,-0.4882,2.1737,1,-0.4341,-0.4688,2.0048,0.5,-0.7518,-0.6642,2.0268,0.5,-0.4468,-0.612,1.892,0.5,-0.7018,-0.6047,1.7978,0.5,-0.6376,-0.6237,1.7559,0.5,-0.7277,-0.5651,1.7282,0.5,-0.7284,-0.5646,1.7323,1,-0.5311,-0.6093,2.1112,1,-0.527,-0.6498,2.1244,1,-0.571,-0.7211,2.1668,1,-0.4718,-0.6955,2.1104,0.5,-0.8454,-0.8077,1.9501,1,-0.5574,-0.6249,1.821,0.5,-1.1153,-0.8929,1.7284,1,-0.313,-0.7285,2.1054,0.5,-1.1684,-0.915,1.6613,1,-0.4088,-0.7419,2.074
2515181396,1,-0.6392,-0.2445,1.9694,1,-0.5524,-0.4066,2.0571,1,-0.6683,-0.4896,2.1714,1,-0.4341,-0.4687,2.0049,0.5,-0.7518,-0.6656,2.0254,0.5,-0.4666,-0.6082,1.8743,0.5,-0.7029,-0.6042,1.7966,0.5,-0.6462,-0.6215,1.7534,0.5,-0.7281,-0.5649,1.7279,0.5,-0.7247,-0.57,1.7335,1,-0.5292,-0.6099,2.1099,1,-0.5243,-0.6508,2.1226,1,-0.5679,-0.7217,2.1642,1,-0.4669,-0.6962,2.1075,0.5,-0.8462,-0.805,1.9517,1,-0.5581,-0.6242,1.8204,0.5,-1.1203,-0.8869,1.7339,1,-0.3125,-0.7295,2.1033,0.5,-1.1733,-0.9088,1.6667,1,-0.4084,-0.7428,2.0724
2515181399,1,-0.6393,-0.2448,1.9695,1,-0.5524,-0.4065,2.0571,1,-0.6683,-0.4909,2.1717,1,-0.434,-0.4686,2.0049,0.5,-0.752,-0.6665,2.0252,0.5,-0.4714,-0.6099,1.8712,0.5,-0.7035,-0.6041,1.7966,0.5,-0.6485,-0.6205,1.7529,0.5,-0.7283,-0.5649,1.7277,0.5,-0.7247,-0.5694,1.7336,1,-0.529,-0.6099,2.1098,1,-0.5241,-0.6508,2.1224,1,-0.5675,-0.7221,2.1641,1,-0.4666,-0.696,2.1072,0.5,-0.8437,-0.8095,1.9508,1,-0.5584,-0.6244,1.8203,0.5,-1.1159,-0.8956,1.7321,0.5,-0.3103,-0.7285,2.1019,0.5,-1.1688,-0.9178,1.6649,1,-0.4064,-0.7419,2.0715
2515181402,1,-0.6386,-0.2484,1.9688,1,-0.5555,-0.4157,2.0606,1,-0.6682,-0.4915,2.1714,1,-0.4337,-0.4699,2.0047,0.5,-0.7521,-0.6669,2.0248,0.5,-0.4641,-0.6147,1.8766,0.5,-0.7039,-0.604,1.7964,0.5,-0.6544,-0.6169,1.7519,0.5,-0.7285,-0.5647,1.7276,0.5,-0.7266,-0.5674,1.7325,1,-0.5294,-0.6123,2.1125,1,-0.5242,-0.6523,2.125,1,-0.5673,-0.724,2.1671,1,-0.4663,-0.697,2.1108,0.5,-0.8394,-0.8074,1.947,1,-0.5573,-0.6253,1.8238,0.5,-1.1076,-0.8897,1.7214,0.5,-0.3082,-0.7286,2.105,0.5,-1.1601,-0.9124,1.6539,1,-0.4042,-0.7419,2.0743
2515181405,1,-0.6383,-0.2485,1.9687,1,-0.5553,-0.4151,2.0606,1,-0.6682,-0.4918,2.1713,1,-0.4334,-0.4702,2.0049,0.5,-0.7522,-0.6671,2.0247,0.5,-0.478,-0.6144,1.8689,0.5,-0.7043,-0.6038,1.7963,0.5,-0.6605,-0.6122,1.7498,0.5,-0.7288,-0.5646,1.7271,0.5,-0.7278,-0.5663,1.7314,1,-0.5294,-0.6123,2.1125,1,-0.5243,-0.6524,2.125,1,-0.5675,-0.7242,2.1672,1,-0.4666,-0.6973,2.1105,0.5,-0.8411,-0.8045,1.9481,1,-0.5572,-0.6255,1.8236,0.5,-1.1111,-0.8837,1.7234,0.5,-0.3081,-0.7315,2.1039,0.5,-1.1636,-0.9062,1.656,1,-0.4042,-0.7442,2.0733
2515181408,1,-0.6385,-0.249,1.9693,1,-0.5553,-0.4152,2.0606,1,-0.6682,-0.4918,2.1713,1,-0.4333,-0.4703,2.0049,0.5,-0.7522,-0.6671,2.0248,0.5,-0.4507,-0.6102,1.8883,0.5,-0.7046,-0.6036,1.7963,0.5,-0.6494,-0.6123,1.7567,0.5,-0.729,-0.5646,1.7271,0.5,-0.725,-0.5697,1.7325,1,-0.5295,-0.6123,2.1125,1,-0.5244,-0.6524,2.125,1,-0.5677,-0.7245,2.1675,1,-0.4667,-0.6973,2.1103,0.5,-0.841,-0.8036,1.9479,1,-0.5574,-0.6252,1.8237,0.5,-1.111,-0.8817,1.7226,0.5,-0.3073,-0.7317,2.1031,0.5,-1.1634,-0.9041,1.6551,1,-0.4034,-0.7442,2.0726
2515181411,1,-0.6387,-0.2488,1.9694,1,-0.554,-0.4129,2.0596,1,-0.6682,-0.4911,2.1714,1,-0.4331,-0.4701,2.005,0.5,-0.7521,-0.6666,2.0249,0.5,-0.4892,-0.6044,1.8712,0.5,-0.7049,-0.6035,1.7963,0.5,-0.6602,-0.6127,1.7498,0.5,-0.7292,-0.5645,1.7268,0.5,-0.7268,-0.5676,1.7314,1,-0.5298,-0.6123,2.1123,1,-0.525,-0.6524,2.1247,1,-0.5684,-0.7244,2.1673,1,-0.4686,-0.6978,2.1097,0.5,-0.8416,-0.8032,1.9476,1,-0.5574,-0.6249,1.8229,0.5,-1.1116,-0.8811,1.7221,0.5,-0.3063,-0.7319,2.1014,0.5,-1.1642,-0.9032,1.6545,1,-0.4026,-0.7444,2.0713
